year,school_id,number_of_students,avg_score
2005,35044660,92,42.69
2006,35044660,104,42.3
2007,35044660,108,48.71
2005,35044684,88,39.69
2006,35044684,76,36.69
2007,35044684,46,49.71
2005,35044696,143,42.64
2006,35044696,144,42.84
2007,35044696,112,51.49
2005,35044817,78,33.63
2006,35044817,44,34.29
2007,35044817,86,44.45
2005,35044854,244,39.58
2006,35044854,143,40.99
2007,35044854,68,51.0
2005,35044891,112,40.68
2006,35044891,88,44.15
2007,35044891,50,49.01
2005,35044921,270,43.6
2006,35044921,248,39.57
2007,35044921,201,51.46
2005,35044933,203,39.63
2006,35044933,173,42.18
2007,35044933,163,46.67
2005,35044957,81,44.0
2006,35044957,81,35.1
2007,35044957,78,46.29
2005,35044982,149,42.47
2006,35044982,128,41.18
2007,35044982,109,49.22
2005,35045019,160,41.14
2006,35045019,114,41.4
2007,35045019,110,47.02
2005,35045081,114,48.37
2006,35045081,67,40.79
2007,35045081,68,53.48
2005,35045100,34,43.14
2006,35045100,60,43.99
2007,35045100,44,53.45
2005,35045123,149,38.46
2006,35045123,139,35.44
2007,35045123,81,46.43
2005,35045159,43,43.02
2006,35045159,32,38.54
2007,35045159,35,47.58
2005,35045160,202,43.92
2006,35045160,168,40.67
2007,35045160,95,44.63
2005,35045196,202,41.86
2006,35045196,158,41.77
2007,35045196,214,48.09
2005,35045275,63,34.53
2006,35045275,62,40.16
2007,35045275,56,48.31
2005,35045378,79,44.57
2006,35045378,66,42.66
2007,35045378,37,44.13
2005,35045408,40,44.38
2006,35045408,40,37.76
2007,35045408,45,55.11
2005,35045412,82,36.84
2006,35045412,67,33.05
2007,35045412,77,45.75
2005,35045457,244,42.3
2006,35045457,203,42.46
2007,35045457,198,49.06
2005,35045469,169,44.65
2006,35045469,118,40.91
2007,35045469,111,49.15
2005,35045494,49,43.55
2006,35045494,55,37.84
2007,35045494,62,48.61
2005,35045500,72,42.53
2006,35045500,99,41.04
2007,35045500,58,50.23
2005,35045512,203,44.29
2006,35045512,165,41.51
2007,35045512,133,48.8
2005,35045524,132,43.94
2006,35045524,112,42.24
2007,35045524,83,48.59
2005,35045536,208,41.13
2006,35045536,135,36.76
2007,35045536,120,49.76
2005,35045548,71,43.94
2006,35045548,117,41.13
2007,35045548,86,46.76
2005,35045573,115,43.07
2006,35045573,115,40.87
2007,35045573,151,48.94
2005,35045585,148,41.0
2006,35045585,199,40.38
2007,35045585,123,45.58
2005,35045603,31,39.81
2006,35045603,22,42.65
2007,35045603,22,44.72
2005,35045615,68,44.8
2006,35045615,63,45.69
2007,35045615,56,55.64
2005,35045640,200,44.18
2006,35045640,197,45.15
2007,35045640,179,51.78
2005,35045664,216,42.85
2006,35045664,150,42.46
2007,35045664,124,50.59
2005,35045676,168,41.34
2006,35045676,165,40.16
2007,35045676,114,45.89
2005,35045718,143,40.55
2006,35045718,115,40.16
2007,35045718,99,47.0
2005,35045755,131,42.86
2006,35045755,125,37.84
2007,35045755,80,46.79
2005,35045810,315,42.4
2006,35045810,290,38.72
2007,35045810,281,48.14
2005,35045822,174,40.67
2006,35045822,179,41.19
2007,35045822,176,49.54
2005,35045834,302,45.05
2006,35045834,211,41.26
2007,35045834,268,51.75
2005,35045861,147,38.84
2006,35045861,152,39.09
2007,35045861,135,48.78
2005,35045895,81,42.02
2006,35045895,109,40.68
2007,35045895,68,46.67
2005,35045913,148,42.18
2006,35045913,135,40.51
2007,35045913,115,47.35
2005,35046024,61,59.37
2006,35046024,56,54.62
2007,35046024,60,63.64
2005,35046059,125,39.0
2006,35046059,134,39.51
2007,35046059,82,48.43
2005,35046073,64,41.27
2006,35046073,34,38.91
2007,35046073,31,48.55
2005,35046085,198,44.5
2006,35046085,172,42.19
2007,35046085,173,47.48
2005,35046097,60,43.59
2006,35046097,40,36.88
2007,35046097,69,48.27
2005,35046152,187,39.78
2006,35046152,122,38.69
2007,35046152,117,49.88
2005,35046164,151,45.96
2006,35046164,149,44.17
2007,35046164,116,54.02
2005,35046176,170,45.46
2006,35046176,161,40.6
2007,35046176,235,48.61
2005,35046188,250,42.1
2006,35046188,231,39.03
2007,35046188,193,51.54
2005,35046197,135,44.12
2006,35046197,140,40.87
2007,35046197,134,51.12
2005,35046243,224,37.64
2006,35046243,248,33.11
2007,35046243,213,46.09
2005,35046292,270,38.97
2006,35046292,241,35.84
2007,35046292,224,49.3
2005,35046309,159,42.06
2006,35046309,169,38.09
2007,35046309,52,47.48
2005,35046334,77,35.47
2006,35046334,43,40.08
2007,35046334,62,46.11
2005,35046346,112,37.55
2006,35046346,98,34.57
2007,35046346,91,48.73
2005,35046358,337,41.02
2006,35046358,326,36.04
2007,35046358,327,46.17
2005,35046361,291,40.89
2006,35046361,213,37.06
2007,35046361,177,48.67
2005,35046401,45,47.89
2006,35046401,57,44.0
2007,35046401,45,54.74
2005,35046413,254,42.39
2006,35046413,275,36.92
2007,35046413,278,47.08
2005,35046437,231,40.34
2006,35046437,273,37.7
2007,35046437,256,45.57
2005,35046450,231,40.21
2006,35046450,184,36.88
2007,35046450,144,46.37
2005,35046462,73,43.33
2006,35046462,49,38.76
2007,35046462,47,44.44
2005,35046516,109,41.07
2006,35046516,126,42.65
2007,35046516,105,51.4
2005,35046565,121,43.62
2006,35046565,68,42.06
2007,35046565,68,45.8
2005,35046590,54,38.48
2006,35046590,67,41.6
2007,35046590,40,47.35
2005,35046607,92,35.86
2006,35046607,80,37.58
2007,35046607,87,42.91
2005,35046620,225,44.97
2006,35046620,214,38.28
2007,35046620,134,47.46
2005,35046656,69,38.27
2006,35046656,42,37.72
2007,35046656,33,53.7
2005,35046681,78,41.51
2006,35046681,44,33.45
2007,35046681,67,58.46
2005,35046700,62,39.63
2006,35046700,47,45.52
2007,35046700,47,45.67
2005,35046760,112,37.84
2006,35046760,95,37.41
2007,35046760,81,48.95
2005,35046772,109,35.62
2006,35046772,123,37.31
2007,35046772,123,42.36
2005,35046802,169,41.72
2006,35046802,88,41.47
2007,35046802,57,45.68
2005,35046838,94,46.37
2006,35046838,126,43.53
2007,35046838,130,51.59
2005,35046848,29,45.04
2006,35046848,25,35.83
2007,35046848,15,46.35
2005,35046887,31,37.77
2006,35046887,74,42.06
2007,35046887,58,47.06
2005,35046929,201,46.03
2006,35046929,196,40.21
2007,35046929,137,50.32
2005,35046930,147,42.36
2006,35046930,155,40.45
2007,35046930,134,48.26
2005,35047016,249,46.78
2006,35047016,217,42.48
2007,35047016,158,51.92
2005,35047041,100,43.6
2006,35047041,112,40.55
2007,35047041,69,49.64
2005,35047053,119,44.02
2006,35047053,122,43.04
2007,35047053,118,53.05
2005,35047120,148,42.62
2006,35047120,162,43.42
2007,35047120,143,51.42
2005,35047156,90,42.96
2006,35047156,89,38.1
2007,35047156,68,48.91
2005,35047200,193,45.65
2006,35047200,191,42.43
2007,35047200,235,52.31
2005,35047272,116,42.14
2006,35047272,57,40.72
2007,35047272,59,52.02
2005,35047284,145,45.8
2006,35047284,170,41.26
2007,35047284,139,52.25
2005,35047348,258,42.0
2006,35047348,122,38.55
2007,35047348,96,48.01
2005,35047375,107,38.18
2006,35047375,104,41.12
2007,35047375,96,50.7
2005,35047454,263,44.41
2006,35047454,172,44.87
2007,35047454,162,53.09
2005,35047466,57,44.52
2006,35047466,55,45.25
2007,35047466,60,52.73
2005,35047594,122,40.22
2006,35047594,101,35.43
2007,35047594,90,47.51
2005,35047703,93,41.21
2006,35047703,93,38.39
2007,35047703,78,43.67
2005,35047715,89,45.17
2006,35047715,95,42.25
2007,35047715,82,51.81
2005,35047776,77,40.42
2006,35047776,65,41.35
2007,35047776,59,47.77
2005,35047788,289,42.96
2006,35047788,215,40.16
2007,35047788,120,50.76
2005,35047806,77,36.97
2006,35047806,71,34.28
2007,35047806,52,46.49
2005,35047818,117,43.13
2006,35047818,171,42.16
2007,35047818,239,54.36
2005,35047824,89,41.55
2006,35047824,115,37.29
2007,35047824,95,42.89
2005,35047843,174,43.47
2006,35047843,135,37.96
2007,35047843,110,47.52
2005,35047855,76,47.06
2006,35047855,109,42.78
2007,35047855,56,56.57
2005,35047958,191,46.35
2006,35047958,206,43.41
2007,35047958,123,50.88
2005,35048008,134,41.52
2006,35048008,145,37.45
2007,35048008,125,45.81
2005,35048033,107,40.7
2006,35048033,103,35.93
2007,35048033,75,50.53
2005,35048082,32,39.99
2006,35048082,34,40.58
2007,35048082,43,47.55
2005,35048124,161,39.4
2006,35048124,164,39.08
2007,35048124,127,47.44
2005,35048136,98,37.97
2006,35048136,70,39.15
2007,35048136,61,44.22
2005,35048161,107,37.84
2006,35048161,79,40.0
2007,35048161,86,43.37
2005,35048173,74,36.27
2006,35048173,46,43.48
2007,35048173,60,48.16
2005,35048197,43,43.4
2006,35048197,39,38.82
2007,35048197,27,45.21
2005,35048215,36,41.24
2006,35048215,32,35.99
2007,35048215,20,44.2
2005,35048240,173,44.68
2006,35048240,160,43.31
2007,35048240,94,49.95
2005,35048264,130,43.88
2006,35048264,128,41.17
2007,35048264,89,48.09
2005,35048276,57,38.84
2006,35048276,38,42.63
2007,35048276,38,47.79
2005,35048324,98,42.73
2006,35048324,96,38.52
2007,35048324,69,48.16
2005,35048343,103,39.26
2006,35048343,94,35.43
2007,35048343,114,54.72
2005,35048379,46,35.52
2006,35048379,54,31.53
2007,35048379,93,47.33
2005,35048458,113,42.63
2006,35048458,130,42.78
2007,35048458,91,47.15
2005,35048461,278,40.85
2006,35048461,157,36.29
2007,35048461,130,45.53
2005,35048495,67,41.36
2006,35048495,66,40.19
2007,35048495,79,47.53
2005,35048501,62,45.81
2006,35048501,38,36.42
2007,35048501,61,52.34
2005,35048537,183,45.43
2006,35048537,198,45.32
2007,35048537,160,52.67
2005,35048616,210,38.08
2006,35048616,125,33.27
2007,35048616,142,42.82
2005,35048636,223,41.33
2006,35048636,207,38.05
2007,35048636,211,46.58
2005,35048641,159,39.89
2006,35048641,182,36.66
2007,35048641,151,48.78
2005,35048653,132,42.79
2006,35048653,127,38.51
2007,35048653,98,46.02
2005,35048689,320,46.18
2006,35048689,285,40.68
2007,35048689,201,49.82
2005,35048690,175,41.46
2006,35048690,131,36.21
2007,35048690,129,45.61
2005,35048719,117,35.85
2006,35048719,83,35.55
2007,35048719,83,46.12
2005,35048720,221,41.5
2006,35048720,180,33.79
2007,35048720,173,49.53
2005,35048823,58,41.72
2006,35048823,63,38.68
2007,35048823,63,46.37
2005,35048859,204,40.88
2006,35048859,170,37.98
2007,35048859,118,46.89
2005,35048860,291,38.04
2006,35048860,171,37.45
2007,35048860,226,46.44
2005,35048872,69,38.68
2006,35048872,63,37.18
2007,35048872,65,43.35
2005,35048948,54,38.32
2006,35048948,53,37.13
2007,35048948,47,47.54
2005,35048975,91,41.83
2006,35048975,89,37.12
2007,35048975,86,47.7
2005,35048999,269,43.95
2006,35048999,211,38.98
2007,35048999,140,44.96
2005,35049013,88,45.46
2006,35049013,47,34.23
2007,35049013,58,44.23
2005,35049049,141,41.9
2006,35049049,180,37.63
2007,35049049,131,47.11
2005,35049086,137,44.04
2006,35049086,92,39.89
2007,35049086,59,46.63
2005,35049104,115,40.02
2006,35049104,92,40.21
2007,35049104,94,49.21
2005,35049116,136,42.1
2006,35049116,121,43.89
2007,35049116,70,48.26
2005,35049153,310,40.24
2006,35049153,320,40.19
2007,35049153,318,47.32
2005,35049189,77,43.01
2006,35049189,59,45.31
2007,35049189,55,50.9
2005,35049219,214,45.37
2006,35049219,167,45.16
2007,35049219,115,51.3
2005,35049256,120,47.22
2006,35049256,53,44.14
2007,35049256,55,54.74
2005,35049273,117,41.27
2006,35049273,121,38.99
2007,35049273,82,49.98
2005,35049359,56,43.43
2006,35049359,49,41.33
2007,35049359,39,44.48
2005,35049396,152,43.55
2006,35049396,179,45.0
2007,35049396,143,52.87
2005,35049402,128,40.29
2006,35049402,92,37.68
2007,35049402,85,45.81
2005,35049414,214,40.28
2006,35049414,162,39.05
2007,35049414,162,47.0
2005,35049451,93,43.42
2006,35049451,141,42.87
2007,35049451,103,51.37
2005,35049463,202,42.97
2006,35049463,210,42.15
2007,35049463,121,56.77
2005,35049499,269,43.8
2006,35049499,210,41.25
2007,35049499,182,49.45
2005,35049505,147,42.84
2006,35049505,143,38.82
2007,35049505,110,49.35
2005,35049517,162,42.61
2006,35049517,154,41.17
2007,35049517,126,45.89
2005,35049542,111,45.55
2006,35049542,132,43.71
2007,35049542,146,54.35
2005,35049566,174,41.96
2006,35049566,124,42.56
2007,35049566,101,48.36
2005,35049645,136,38.76
2006,35049645,74,39.79
2007,35049645,77,45.66
2005,35049657,171,43.39
2006,35049657,132,42.61
2007,35049657,152,51.69
2005,35049670,72,44.87
2006,35049670,75,44.67
2007,35049670,43,56.26
2005,35049682,154,41.24
2006,35049682,161,42.36
2007,35049682,128,51.84
2005,35049700,21,40.98
2006,35049700,72,44.54
2007,35049700,29,52.55
2005,35049712,100,43.42
2006,35049712,80,37.99
2007,35049712,59,40.69
2005,35049724,221,45.77
2006,35049724,253,43.62
2007,35049724,191,51.08
2005,35049797,48,43.56
2006,35049797,71,38.87
2007,35049797,28,51.06
2005,35049906,139,41.77
2006,35049906,130,40.11
2007,35049906,119,51.91
2005,35049918,31,43.44
2006,35049918,57,38.87
2007,35049918,57,48.92
2005,35049992,82,39.8
2006,35049992,67,43.89
2007,35049992,87,45.71
2005,35050404,173,34.01
2006,35050404,144,31.26
2007,35050404,115,43.25
2005,35050428,80,37.0
2006,35050428,133,38.5
2007,35050428,116,41.47
2005,35054082,30,46.24
2006,35054082,32,40.21
2007,35054082,27,53.51
2005,35056873,407,52.85
2006,35056873,361,49.82
2007,35056873,300,61.83
2005,35058427,100,48.43
2006,35058427,76,45.95
2007,35058427,101,52.83
2005,35058841,48,47.83
2006,35058841,50,46.47
2007,35058841,48,55.51
2005,35061591,35,42.55
2006,35061591,43,47.93
2007,35061591,24,50.27
2005,35062900,116,47.9
2006,35062900,97,47.28
2007,35062900,60,57.94
2005,35062984,73,40.84
2006,35062984,55,39.97
2007,35062984,46,51.25
2005,35065237,62,59.29
2006,35065237,38,54.94
2007,35065237,33,70.51
2005,35065626,41,40.76
2006,35065626,64,37.69
2007,35065626,55,53.74
2005,35065985,72,35.64
2006,35065985,72,28.26
2007,35065985,56,47.02
2005,35065997,30,42.44
2006,35065997,36,42.36
2007,35065997,41,47.55
2005,35067337,135,46.8
2006,35067337,68,44.99
2007,35067337,94,56.12
2005,35069966,121,43.0
2006,35069966,107,41.18
2007,35069966,104,52.34
2005,35070002,45,43.01
2006,35070002,83,37.06
2007,35070002,68,50.51
2005,35070105,54,41.39
2006,35070105,64,33.29
2007,35070105,57,48.92
2005,35070282,138,41.05
2006,35070282,152,40.41
2007,35070282,160,47.15
2005,35072503,141,43.79
2006,35072503,100,39.19
2007,35072503,66,44.83
2005,35072564,31,54.21
2006,35072564,33,54.27
2007,35072564,39,63.93
2005,35073635,44,46.2
2006,35073635,79,43.03
2007,35073635,65,50.96
2005,35073829,37,39.4
2006,35073829,34,34.81
2007,35073829,31,50.88
2005,35079893,107,38.26
2006,35079893,88,37.14
2007,35079893,60,45.03
2005,35080615,28,44.86
2006,35080615,43,40.56
2007,35080615,39,53.09
2005,35092575,111,40.7
2006,35092575,132,35.01
2007,35092575,102,49.04
2005,35099041,29,52.08
2006,35099041,34,51.8
2007,35099041,40,61.0
2005,35100024,30,53.65
2006,35100024,38,56.47
2007,35100024,15,58.3
2005,35100043,29,62.59
2006,35100043,34,51.23
2007,35100043,31,63.99
2005,35100171,60,58.52
2006,35100171,47,56.65
2007,35100171,57,67.47
2005,35100213,82,54.84
2006,35100213,78,51.03
2007,35100213,94,62.54
2005,35100304,41,58.3
2006,35100304,36,52.82
2007,35100304,33,63.31
2005,35100328,30,56.48
2006,35100328,34,54.35
2007,35100328,32,64.79
2005,35100353,30,50.13
2006,35100353,35,47.17
2007,35100353,16,55.47
2005,35100419,25,59.88
2006,35100419,47,53.98
2007,35100419,43,67.48
2005,35100420,49,62.87
2006,35100420,62,58.76
2007,35100420,67,69.72
2005,35100432,220,64.03
2006,35100432,179,58.49
2007,35100432,171,70.32
2005,35100444,55,51.74
2006,35100444,51,48.21
2007,35100444,34,59.68
2005,35100481,48,56.57
2006,35100481,40,50.82
2007,35100481,25,64.01
2005,35100547,98,58.96
2006,35100547,88,53.18
2007,35100547,88,65.2
2005,35100730,32,54.91
2006,35100730,40,45.42
2007,35100730,29,60.75
2005,35100785,60,68.55
2006,35100785,63,63.72
2007,35100785,61,72.64
2005,35100808,82,52.94
2006,35100808,74,49.12
2007,35100808,84,60.91
2005,35100900,38,52.02
2006,35100900,31,52.79
2007,35100900,40,55.71
2005,35100912,109,62.67
2006,35100912,85,56.03
2007,35100912,83,67.05
2005,35101011,85,50.66
2006,35101011,59,47.95
2007,35101011,43,58.97
2005,35101047,52,54.29
2006,35101047,55,50.06
2007,35101047,52,61.78
2005,35101175,83,58.56
2006,35101175,73,52.66
2007,35101175,61,66.02
2005,35101278,262,65.33
2006,35101278,195,60.15
2007,35101278,174,71.06
2005,35101333,38,61.19
2006,35101333,56,55.87
2007,35101333,35,67.54
2005,35101503,24,57.93
2006,35101503,22,42.86
2007,35101503,25,63.96
2005,35101539,49,58.59
2006,35101539,30,46.79
2007,35101539,42,61.26
2005,35101552,39,57.67
2006,35101552,28,56.98
2007,35101552,29,65.65
2005,35101564,43,56.73
2006,35101564,36,51.43
2007,35101564,25,56.62
2005,35101597,78,58.74
2006,35101597,88,55.38
2007,35101597,61,66.42
2005,35101618,76,59.41
2006,35101618,72,53.61
2007,35101618,55,62.65
2005,35101667,22,65.27
2006,35101667,18,59.03
2007,35101667,19,71.09
2005,35101679,59,58.25
2006,35101679,63,53.69
2007,35101679,26,58.86
2005,35101692,43,58.72
2006,35101692,60,57.99
2007,35101692,49,66.57
2005,35101722,50,56.58
2006,35101722,62,48.52
2007,35101722,83,60.13
2005,35101734,77,58.46
2006,35101734,69,51.9
2007,35101734,53,64.5
2005,35101813,46,59.0
2006,35101813,35,54.88
2007,35101813,37,63.07
2005,35101886,31,64.7
2006,35101886,42,58.85
2007,35101886,36,73.12
2005,35101904,96,62.39
2006,35101904,145,55.58
2007,35101904,129,69.36
2005,35101916,25,55.37
2006,35101916,18,50.18
2007,35101916,16,64.21
2005,35101941,46,57.93
2006,35101941,70,56.96
2007,35101941,60,71.42
2005,35101977,63,51.71
2006,35101977,71,48.94
2007,35101977,45,57.2
2005,35101989,40,52.73
2006,35101989,34,47.78
2007,35101989,24,61.53
2005,35101990,53,56.48
2006,35101990,57,52.8
2007,35101990,38,63.03
2005,35102015,105,63.2
2006,35102015,120,55.91
2007,35102015,129,66.48
2005,35102039,24,55.66
2006,35102039,23,49.33
2007,35102039,20,67.52
2005,35102076,74,64.98
2006,35102076,78,57.49
2007,35102076,100,67.79
2005,35102106,38,59.75
2006,35102106,23,55.87
2007,35102106,27,66.79
2005,35102124,21,50.81
2006,35102124,10,54.33
2007,35102124,10,73.04
2005,35102258,46,49.14
2006,35102258,33,49.82
2007,35102258,33,59.61
2005,35102350,41,61.77
2006,35102350,19,54.9
2007,35102350,31,67.08
2005,35102465,128,56.25
2006,35102465,145,53.85
2007,35102465,145,65.86
2005,35102490,55,64.45
2006,35102490,68,57.83
2007,35102490,74,67.54
2005,35102635,42,59.38
2006,35102635,35,50.5
2007,35102635,46,59.71
2005,35102660,22,62.28
2006,35102660,31,50.59
2007,35102660,15,69.21
2005,35102751,97,62.29
2006,35102751,67,57.45
2007,35102751,70,68.22
2005,35102787,27,62.92
2006,35102787,24,58.48
2007,35102787,26,66.21
2005,35102799,62,67.46
2006,35102799,97,59.54
2007,35102799,41,69.87
2005,35102805,117,66.73
2006,35102805,105,61.51
2007,35102805,78,71.79
2005,35102829,51,59.68
2006,35102829,25,58.98
2007,35102829,29,65.03
2005,35103123,52,56.88
2006,35103123,52,55.18
2007,35103123,49,65.19
2005,35103263,78,58.88
2006,35103263,76,53.74
2007,35103263,48,61.7
2005,35103342,64,59.74
2006,35103342,44,55.74
2007,35103342,51,65.85
2005,35103433,400,65.65
2006,35103433,378,61.52
2007,35103433,331,69.85
2005,35103445,83,66.66
2006,35103445,69,57.82
2007,35103445,65,69.61
2005,35103494,38,63.02
2006,35103494,40,56.22
2007,35103494,21,71.15
2005,35103512,31,59.03
2006,35103512,25,59.01
2007,35103512,15,69.48
2005,35103524,355,67.41
2006,35103524,323,61.37
2007,35103524,344,71.72
2005,35103603,35,58.32
2006,35103603,27,55.69
2007,35103603,20,60.08
2005,35103697,103,64.18
2006,35103697,77,55.84
2007,35103697,87,70.94
2005,35103718,213,68.56
2006,35103718,230,61.56
2007,35103718,193,70.44
2005,35103780,35,60.84
2006,35103780,37,53.25
2007,35103780,33,66.38
2005,35103834,21,61.19
2006,35103834,23,52.86
2007,35103834,43,70.43
2005,35103861,237,63.68
2006,35103861,259,57.18
2007,35103861,242,69.85
2005,35104097,58,54.37
2006,35104097,84,57.5
2007,35104097,84,66.63
2005,35104206,49,63.63
2006,35104206,44,56.82
2007,35104206,45,66.66
2005,35104334,40,56.93
2006,35104334,35,51.3
2007,35104334,15,62.86
2005,35104449,81,71.14
2006,35104449,75,60.01
2007,35104449,88,74.57
2005,35104607,105,75.06
2006,35104607,125,66.96
2007,35104607,114,76.19
2005,35104620,218,73.88
2006,35104620,218,68.52
2007,35104620,235,77.3
2005,35104644,39,63.1
2006,35104644,29,59.25
2007,35104644,30,67.11
2005,35104711,52,67.14
2006,35104711,59,54.15
2007,35104711,33,67.18
2005,35104875,82,67.87
2006,35104875,74,57.65
2007,35104875,58,70.17
2005,35104887,26,66.8
2006,35104887,13,55.31
2007,35104887,23,68.48
2005,35104917,58,71.57
2006,35104917,62,61.49
2007,35104917,54,74.82
2005,35104985,530,76.25
2006,35104985,549,70.88
